transactionID,carrierID,customerID,amount,date
120,1,872,11.47,2009-02-10 13:41:55
121,1,379,13.84,2005-09-28 19:31:23
122,3,255,18.87,2005-07-21 19:13:31
123,2,808,7.27,2006-12-09 03:16:49
124,1,497,10.85,2009-11-13 19:19:23
125,3,199,11.96,2005-07-22 06:39:50
126,3,277,7.41,2005-10-26 17:03:03
127,2,316,9.94,2006-09-29 10:07:06
128,2,517,9.03,2005-11-12 06:09:03
129,1,392,6.15,2007-06-29 14:40:34
130,1,907,15.63,2008-12-13 06:30:59
131,3,779,13.55,2006-08-24 07:47:41
132,1,407,16.31,2008-05-05 19:56:34
133,1,225,8.44,2007-11-11 09:19:43
134,1,250,9.08,2006-08-18 00:20:47
135,1,587,16.77,2006-05-28 03:40:40
136,2,213,5.97,2009-09-30 15:08:09
137,3,129,17.36,2009-01-04 09:05:50
138,2,351,6.36,2008-07-07 19:17:18
139,1,992,16.43,2007-10-20 01:12:04
140,1,410,15.44,2006-07-25 23:46:43
141,3,82,12.91,2006-12-11 06:52:50
142,2,273,10.27,2008-10-05 19:28:59
143,3,915,5.5,2006-05-03 17:33:09
144,1,350,8.16,2009-01-09 22:23:08
145,3,592,17.58,2005-06-15 16:08:22
146,1,14,11.4,2006-08-22 04:38:31
147,1,656,12.12,2005-04-05 05:15:32
148,3,986,19.26,2008-07-31 06:11:20
149,3,65,8.84,2006-05-12 07:31:18
150,1,45,5.71,2006-09-08 15:01:09
151,2,389,12.65,2005-07-17 17:07:02
152,1,240,9.96,2006-11-23 18:52:33
153,3,429,5.35,2009-05-06 01:42:22
154,1,582,15.22,2005-10-30 03:02:52
155,3,844,15.07,2009-02-22 02:44:29
156,3,574,19.84,2006-12-22 23:05:18
157,3,836,10.53,2006-01-29 14:00:27
158,3,120,9.37,2009-04-26 16:03:11
159,1,774,13.26,2006-03-02 06:14:47
160,1,327,5.46,2009-09-17 18:09:30
161,3,150,8.09,2005-08-28 23:33:45
162,3,838,13.61,2005-09-01 11:40:49
163,1,87,5.47,2006-10-26 06:57:00
164,3,131,17.5,2008-08-10 06:46:11
165,3,714,14.94,2007-06-29 19:22:50
166,3,333,13.75,2006-02-16 23:13:34
167,2,510,19.53,2006-06-09 13:41:14
168,1,971,17.31,2006-01-28 18:04:37
169,2,403,10.26,2007-09-20 13:22:51
170,2,715,11.71,2006-07-02 23:17:16
171,2,759,5.73,2009-05-28 19:00:29
172,1,321,12.77,2006-06-04 16:42:56
173,1,115,13.72,2005-07-23 06:12:42
174,1,247,9.31,2008-02-26 23:20:40
175,1,760,17.53,2009-07-24 16:26:40
176,3,433,8.45,2005-06-06 16:40:02
177,2,458,19.63,2005-12-27 09:36:04
178,2,759,10.95,2006-04-25 15:22:39
179,1,842,13.99,2005-07-24 01:59:07
180,3,51,7.41,2006-03-26 21:47:41
181,3,213,11.46,2005-12-11 15:54:35
182,3,58,17.37,2005-06-26 14:02:07
183,1,678,10.04,2006-02-27 01:44:42
184,1,667,14.97,2006-04-18 11:35:51
185,1,295,18.38,2007-06-23 12:09:21
186,1,975,11.6,2005-12-24 09:17:10
187,3,44,13.49,2008-07-04 04:23:35
188,3,4,8.64,2009-10-11 15:47:08
189,2,699,18.12,2009-10-24 11:06:53
190,2,328,6.89,2009-06-09 20:56:04
191,3,111,8.31,2005-02-22 10:55:27
192,3,637,6.72,2008-08-10 11:40:37
193,3,849,14.27,2005-01-27 08:27:40
194,2,688,12.3,2009-08-23 15:16:46
195,3,481,8.7,2009-02-20 14:35:23
196,1,63,7.0,2008-06-11 12:07:14
197,2,922,16.57,2006-01-23 06:50:06
198,2,236,6.95,2008-11-01 20:38:30
199,1,458,12.93,2009-05-03 12:37:06
200,1,99,13.92,2005-03-31 12:28:11
201,1,771,19.62,2005-04-04 06:09:46
202,3,77,14.53,2007-01-24 10:42:54
203,3,13,16.52,2007-08-07 21:13:05
204,2,248,15.12,2005-09-08 08:48:01
205,2,172,15.49,2007-11-06 16:25:38
206,3,391,6.17,2006-04-12 14:51:35
207,1,720,18.61,2008-11-12 00:39:02
208,2,495,13.3,2009-10-30 04:14:28
209,3,376,14.92,2007-10-18 13:11:38
210,2,331,18.32,2009-04-12 00:50:24
211,3,228,11.28,2006-04-30 11:06:43
212,2,853,8.15,2006-07-07 18:48:01
213,1,700,5.66,2005-01-18 07:08:03
214,1,85,18.85,2007-10-23 06:09:48
215,2,748,14.57,2005-09-02 15:36:49
216,2,913,18.53,2009-02-25 05:24:47
217,1,703,8.7,2007-03-19 22:16:45
218,3,217,9.03,2008-10-11 04:44:38
219,3,792,5.87,2006-03-06 11:52:56
220,2,373,14.91,2005-09-25 09:52:36
221,1,375,15.32,2007-07-30 15:29:31
222,3,815,6.13,2008-08-13 18:16:35
223,1,855,14.14,2007-11-04 20:39:38
224,2,411,17.55,2009-06-27 18:55:30
225,3,38,18.98,2008-07-22 09:49:39
226,2,129,16.32,2007-06-08 05:11:43
227,2,67,13.67,2007-10-25 03:07:06
228,2,235,12.0,2007-01-01 05:52:05
229,2,950,16.62,2008-11-04 02:32:13
230,2,545,11.44,2008-08-13 00:42:12
231,2,223,5.71,2006-10-04 16:33:12
232,1,127,8.67,2007-09-11 11:06:44
233,1,769,14.71,2007-03-19 13:48:12
234,1,86,7.97,2005-09-09 23:03:58
235,1,646,6.79,2005-02-03 02:44:07
236,2,954,15.55,2007-10-04 04:32:32
237,2,297,5.78,2005-11-16 04:07:51
238,3,318,15.25,2007-04-01 15:32:50
239,2,112,12.77,2005-05-31 01:01:48
240,3,39,11.81,2007-08-12 10:56:04
241,3,731,18.56,2005-04-20 19:40:42
242,1,83,17.75,2005-10-21 14:14:08
243,2,950,5.5,2008-12-27 18:15:26
244,1,289,11.71,2005-08-07 21:06:59
245,2,572,13.05,2007-01-13 06:26:42
246,2,615,9.94,2005-06-07 18:58:00
247,1,107,9.45,2008-12-15 23:19:55
248,2,179,16.47,2005-12-06 02:13:20
249,2,841,14.15,2005-09-04 15:09:31
250,2,448,11.46,2009-04-30 18:36:29
251,3,740,10.93,2009-04-03 14:52:18
252,3,72,15.86,2006-10-30 19:04:12
253,2,530,6.06,2007-11-19 16:29:32
254,3,27,5.52,2009-12-29 02:14:07
255,1,402,12.44,2007-11-07 06:57:31
256,2,700,6.73,2006-05-12 04:17:52
257,1,986,15.72,2007-09-19 09:59:51
258,2,621,11.75,2006-06-09 19:53:37
259,1,836,14.5,2009-04-28 20:39:41
260,1,36,8.86,2009-04-07 15:13:00
261,2,987,15.11,2007-07-08 00:58:19
262,1,418,5.11,2008-12-20 21:55:40
263,2,841,14.52,2007-06-27 21:11:27
264,3,827,6.92,2009-09-15 04:41:58
265,1,438,16.34,2007-07-10 03:41:26
266,1,637,15.5,2009-10-08 23:54:12
267,3,21,13.67,2005-03-21 17:08:55
268,2,146,10.89,2009-09-07 18:02:14
269,3,959,19.11,2009-11-28 04:49:20
270,1,491,6.19,2007-10-31 09:05:07
271,1,316,10.0,2006-01-29 06:03:05
272,1,509,17.61,2005-06-14 19:17:34
273,3,763,16.06,2006-12-15 02:56:15
274,1,267,8.53,2009-02-23 15:42:16
275,2,484,9.96,2008-03-20 13:27:43
276,1,281,13.34,2009-12-14 12:02:11
277,1,810,12.98,2008-03-31 04:46:18
278,2,463,10.86,2007-09-15 20:34:51
279,3,281,8.66,2009-11-01 11:08:55
280,1,917,15.08,2008-06-24 20:49:26
281,3,696,9.59,2009-03-07 01:29:39
282,1,477,7.66,2005-08-31 00:39:07
283,1,466,17.0,2006-09-18 14:13:48
284,3,968,14.2,2005-04-01 19:32:01
285,2,657,5.33,2008-05-10 05:04:22
286,1,549,9.23,2006-04-28 09:33:12
287,2,563,16.7,2007-07-16 11:27:05
288,3,147,8.54,2005-12-22 13:35:42
289,1,611,13.56,2008-11-08 21:39:01
290,3,535,16.3,2006-05-19 05:55:19
291,2,448,15.56,2005-05-18 15:25:47
292,1,196,5.71,2009-08-09 09:05:55
293,2,211,7.96,2005-07-15 08:22:28
294,1,385,13.28,2009-10-18 23:01:44
295,2,841,12.96,2008-06-05 09:27:45
296,1,19,15.3,2006-04-13 21:50:37
297,1,435,10.98,2007-06-12 14:47:43
298,2,248,19.2,2005-01-15 21:35:58
299,3,407,18.94,2006-01-28 14:07:56
300,2,384,16.32,2009-03-15 17:37:03
301,2,787,19.98,2009-08-01 11:32:49
302,2,927,6.55,2005-02-20 08:17:44
303,1,917,14.87,2009-07-16 02:09:04
304,2,234,13.72,2009-09-26 12:57:31
305,2,46,8.97,2008-08-13 10:53:13
306,1,468,13.57,2005-08-22 03:46:28
307,3,269,18.31,2008-11-12 21:33:55
308,1,198,15.76,2008-08-19 05:40:41
309,2,622,12.29,2008-09-24 14:42:57
310,2,796,14.36,2008-12-11 12:12:50
311,2,242,15.73,2006-02-07 03:59:16
312,1,409,16.92,2008-01-23 03:08:29
313,1,662,8.16,2007-06-02 07:40:32
314,3,725,11.04,2005-12-04 04:39:39
315,3,382,13.57,2007-04-16 13:30:39
316,2,252,6.41,2005-02-11 05:43:57
317,3,404,15.35,2008-11-23 21:09:01
318,2,847,6.26,2005-06-21 05:47:15
319,3,751,18.67,2006-11-20 08:52:00
320,3,137,9.75,2009-06-19 15:09:22
321,3,50,17.82,2008-04-05 21:48:06
322,3,145,11.15,2007-02-20 16:07:16
323,1,473,17.44,2008-08-26 18:51:45
324,1,844,6.12,2009-03-21 05:06:54
325,1,605,12.53,2005-01-08 09:38:52
326,1,297,6.28,2008-02-08 21:26:02
327,1,429,17.33,2007-02-08 22:12:24
328,2,637,7.9,2008-02-10 06:08:04
329,2,429,13.15,2009-04-29 21:51:07
330,3,814,14.54,2009-10-15 17:48:09
331,3,870,18.33,2006-09-04 07:12:30
332,3,681,6.12,2005-05-12 20:07:55
333,1,860,12.6,2008-03-16 20:30:24
334,3,306,13.04,2008-02-10 01:46:12
335,2,391,18.85,2009-10-23 23:04:09
336,3,200,17.01,2009-12-18 09:54:48
337,3,251,11.68,2009-12-21 02:39:44
338,2,860,17.88,2005-09-03 16:07:37
339,2,566,14.35,2008-03-25 04:13:41
340,3,53,10.81,2008-07-06 07:49:21
341,3,591,10.37,2005-05-08 12:25:01
342,2,223,9.59,2006-07-27 03:35:50
343,2,109,19.35,2007-08-04 09:16:23
344,2,50,12.77,2008-02-05 12:01:15
345,3,650,11.5,2005-12-28 05:54:29
346,1,723,12.27,2009-08-28 06:12:16
347,2,444,18.87,2008-01-19 08:34:06
348,1,358,6.85,2009-09-01 14:40:46
349,1,605,14.2,2009-07-03 18:05:41
350,3,374,15.43,2005-09-18 21:17:38
351,3,477,12.31,2007-08-25 11:58:55
352,1,699,13.24,2007-03-03 18:27:10
353,2,298,10.29,2006-08-06 06:50:43
354,3,609,13.44,2008-04-25 11:09:07
355,1,644,11.36,2005-02-25 15:47:18
356,1,107,8.17,2006-03-19 23:16:55
357,2,885,7.24,2006-08-12 04:29:10
358,2,767,11.14,2008-02-04 05:56:47
359,1,194,15.78,2009-01-08 20:02:55
360,1,443,8.76,2006-05-12 05:26:12
361,1,910,9.85,2009-04-28 09:56:27
362,1,504,14.09,2009-09-18 05:07:56
363,1,968,18.87,2006-01-12 22:22:15
364,3,85,7.64,2005-09-24 19:12:03
365,3,48,7.1,2008-08-09 10:27:22
366,2,638,14.1,2006-02-08 19:55:56
367,3,439,11.85,2006-01-27 20:55:25
368,1,884,18.3,2005-08-23 07:52:39
369,1,922,11.44,2007-01-10 08:32:47
370,2,408,6.9,2005-12-08 20:34:06
371,2,321,13.5,2007-12-30 09:45:27
372,3,267,7.9,2006-07-12 11:11:13
373,1,701,15.04,2008-03-08 08:02:48
374,2,68,10.75,2005-10-19 23:25:49
375,3,296,6.87,2008-10-12 02:43:28
376,1,809,9.39,2005-01-26 16:20:11
377,2,601,11.64,2006-06-16 00:54:03
378,3,705,10.25,2007-03-03 02:52:06
379,1,618,7.65,2009-07-27 02:33:26
380,3,830,13.72,2009-12-27 11:23:08
381,1,335,16.38,2005-04-05 02:59:42
382,2,606,7.85,2008-04-28 17:48:54
383,1,281,14.27,2007-10-19 02:30:36
384,2,368,16.47,2008-01-18 01:17:44
385,2,177,6.3,2009-09-01 03:33:06
386,1,494,7.18,2009-09-16 05:46:39
387,1,721,13.25,2005-07-24 10:48:50
388,3,378,5.6,2005-08-29 11:27:29
389,3,281,19.6,2006-12-11 14:22:15
390,1,392,9.47,2008-08-10 02:13:48
391,2,247,11.3,2007-12-08 23:37:46
392,1,253,13.69,2005-11-05 10:45:04
393,1,802,8.95,2005-09-28 14:47:51
394,2,773,18.77,2009-08-31 06:00:39
395,3,640,16.04,2007-07-14 20:31:55
396,1,438,5.74,2009-01-18 09:51:40
397,2,357,8.13,2008-07-21 01:52:09
398,1,326,12.87,2007-05-29 16:13:10
399,3,176,13.68,2007-02-17 05:34:00
400,1,661,9.87,2008-05-21 00:14:07
401,1,223,15.1,2005-03-18 01:05:16
402,1,463,18.37,2009-09-28 13:15:09
403,2,887,15.14,2008-04-06 02:45:32
404,2,191,11.7,2007-09-16 07:52:15
405,1,21,5.12,2006-06-03 13:53:13
406,1,117,11.81,2005-10-20 06:59:56
407,1,723,5.18,2005-01-22 03:43:45
408,2,474,6.0,2005-07-06 17:01:54
409,1,844,10.95,2007-10-19 15:26:01
410,3,805,6.7,2005-04-16 10:26:06
411,1,885,16.0,2009-03-15 10:48:23
412,3,272,6.47,2006-11-06 17:56:13
413,1,155,16.12,2006-06-18 11:17:27
414,2,410,9.41,2006-12-17 06:35:32
415,2,739,7.18,2007-12-02 16:52:59
416,3,341,5.32,2005-08-02 19:21:09
417,1,821,11.28,2006-01-08 10:09:17
418,1,548,17.85,2007-04-24 23:09:54
419,3,260,12.6,2007-09-22 00:49:00
420,2,930,15.75,2007-10-28 07:31:24
421,3,969,5.58,2009-08-17 21:07:34
422,2,452,8.19,2008-08-05 01:18:50
423,1,748,6.54,2008-09-14 14:29:16
424,2,390,13.34,2009-04-09 20:47:03
425,2,539,16.72,2007-09-28 23:54:04
426,3,439,16.57,2007-06-08 13:46:16
427,3,615,15.21,2006-10-08 04:26:59
428,1,866,13.94,2006-02-01 19:14:42
429,3,313,17.82,2005-02-01 21:51:48
430,2,203,18.15,2009-11-03 01:59:30
431,1,963,15.01,2009-03-04 21:36:45
432,2,594,15.02,2007-10-31 06:09:35
433,2,400,5.87,2008-07-19 21:08:29
434,3,428,9.17,2007-10-16 01:42:22
435,2,111,15.27,2007-11-08 19:40:20
436,3,792,13.46,2005-06-26 06:02:14
437,2,313,11.03,2006-11-16 09:39:50
438,2,623,11.39,2005-02-17 06:16:16
439,3,256,18.5,2005-12-03 09:19:45
440,2,25,6.15,2007-07-14 11:04:31
441,1,327,9.9,2005-01-24 06:42:15
442,1,984,15.16,2005-02-16 16:57:39
443,2,390,12.82,2006-07-03 09:52:07
444,3,763,8.66,2008-02-28 21:50:19
445,1,536,9.51,2009-05-01 05:47:48
446,1,863,19.66,2008-03-02 09:18:31
447,3,844,8.49,2007-05-22 15:16:08
448,3,332,7.61,2005-06-20 23:16:17
449,2,466,14.41,2005-06-05 00:58:36
450,3,297,11.76,2007-04-26 17:39:22
451,2,834,7.52,2009-05-04 01:11:31
452,3,549,14.46,2009-06-21 06:45:39
453,3,93,12.56,2009-04-23 04:24:36
454,1,395,18.28,2007-06-24 19:39:51
455,3,232,17.43,2006-07-24 09:03:18
456,2,702,16.57,2006-01-21 10:44:52
457,3,452,7.2,2008-01-30 21:23:04
458,3,740,7.3,2006-01-29 17:04:19
459,1,917,17.67,2007-02-17 08:23:39
460,3,948,6.87,2006-01-07 23:01:21
461,1,829,11.25,2005-02-27 12:15:32
462,3,547,14.58,2005-08-09 20:44:16
463,1,504,16.18,2005-07-06 08:02:11
464,1,993,5.25,2007-04-09 05:05:08
465,2,513,8.42,2005-02-07 21:32:12
466,2,420,9.41,2007-10-08 05:07:06
467,3,906,17.0,2006-10-19 04:52:38
468,2,908,6.27,2009-12-12 19:57:20
469,3,785,6.75,2005-06-18 21:55:25
470,2,712,8.94,2009-08-05 22:38:46
471,3,150,18.25,2006-07-12 01:00:49
472,3,417,5.03,2009-02-05 23:12:58
473,2,545,9.01,2006-09-28 11:26:31
474,3,846,18.92,2009-10-24 16:40:45
475,2,279,12.8,2005-05-09 12:25:09
476,2,203,15.77,2008-01-25 12:34:42
477,3,762,9.82,2009-02-11 05:23:09
478,3,945,15.09,2005-10-28 09:33:05
479,1,400,12.48,2008-06-07 04:27:16
480,1,807,10.43,2005-07-14 14:44:24
481,3,108,12.06,2006-11-10 10:19:51
482,2,546,5.37,2008-05-16 13:49:42
483,2,585,9.78,2007-08-26 16:07:40
484,1,683,6.73,2007-09-17 21:25:26
485,2,409,14.37,2005-11-03 09:29:34
486,2,597,18.22,2006-02-28 05:20:20
487,1,862,16.13,2005-11-25 13:21:26
488,2,708,11.49,2005-06-18 03:29:38
489,3,449,10.89,2009-04-02 06:16:29
490,2,854,18.72,2006-07-25 20:09:25
491,2,975,9.44,2007-03-01 11:17:56
492,3,404,10.31,2009-08-06 20:04:49
493,2,841,18.25,2006-10-16 17:40:13
494,2,74,14.0,2009-04-04 21:34:13
495,1,522,17.35,2009-04-29 03:46:56
496,2,105,8.38,2006-09-29 21:30:24
497,1,43,12.76,2007-09-29 17:42:14
498,2,972,18.2,2006-03-11 01:52:39
499,3,110,12.8,2006-08-08 21:42:27
500,3,898,13.89,2008-03-02 06:28:33
501,3,701,17.67,2006-09-17 15:38:25
502,1,518,10.6,2005-08-16 08:27:42
503,2,991,11.03,2008-05-27 14:46:44
504,1,82,15.73,2009-07-03 21:33:32
505,1,113,16.55,2005-04-30 21:16:50
506,3,123,14.94,2009-04-03 03:44:42
507,3,450,10.56,2008-05-30 09:45:35
508,2,344,8.74,2008-01-10 16:53:01
509,1,329,9.28,2006-11-20 11:14:33
510,3,184,8.93,2005-04-28 13:53:43
511,1,27,16.46,2008-01-18 03:44:33
512,3,832,8.13,2009-01-09 22:05:34
513,3,282,6.64,2007-11-26 00:31:02
514,1,38,7.07,2007-06-05 17:49:39
515,2,687,16.37,2009-06-24 04:42:02
516,1,783,5.75,2007-07-20 15:10:48
517,3,623,15.54,2007-08-19 11:18:37
518,1,317,5.98,2009-02-26 11:58:30
519,1,177,12.78,2007-01-08 17:48:10
520,2,963,16.0,2006-06-27 13:40:52
521,1,509,9.01,2009-06-04 12:58:59
522,2,646,7.26,2008-06-21 10:54:20
523,1,879,14.48,2006-10-31 02:45:41
524,2,483,6.85,2008-02-06 13:25:12
525,2,561,19.85,2008-10-15 11:11:33
526,3,98,13.22,2005-03-27 03:38:14
527,2,535,5.16,2007-11-26 23:08:08
528,1,706,16.17,2009-05-24 12:19:07
529,3,472,5.94,2005-07-12 14:36:02
530,2,603,6.51,2007-07-31 19:50:24
531,2,285,5.09,2006-08-17 12:52:20
532,3,144,15.45,2007-02-14 20:28:44
533,2,852,5.62,2008-05-07 06:27:11
534,3,677,17.13,2009-04-17 00:17:57
535,2,18,12.95,2007-10-13 09:10:57
536,2,589,14.24,2006-01-14 19:54:09
537,3,381,8.02,2009-11-08 02:05:54
538,3,832,13.42,2009-02-01 17:22:14
539,1,725,5.29,2007-04-30 11:51:01
540,2,709,19.68,2007-01-25 12:31:26
541,3,345,12.4,2007-08-03 02:56:41
542,3,306,13.16,2006-03-05 23:28:38
543,3,506,8.53,2009-08-22 10:36:09
544,1,626,10.42,2008-04-06 07:37:28
545,2,632,12.16,2007-12-29 03:43:46
546,3,856,8.56,2009-04-05 10:37:23
547,1,447,12.17,2007-11-16 01:39:48
548,2,510,11.97,2008-10-13 01:56:27
549,3,811,5.0,2006-12-02 07:14:06
550,1,404,10.78,2007-05-12 22:31:58
551,1,285,5.75,2005-01-28 07:17:08
552,3,868,7.97,2007-12-23 10:01:50
553,3,35,19.59,2009-06-17 05:08:49
554,3,679,11.76,2007-04-28 11:38:42
555,2,657,5.58,2008-08-07 12:06:15
556,2,481,19.65,2006-08-24 11:50:08
557,3,770,7.05,2007-06-29 00:46:56
558,1,886,7.09,2006-09-16 18:09:11
559,2,823,9.29,2007-02-28 22:45:07
560,2,264,6.39,2009-02-16 11:01:55
561,2,395,16.61,2007-01-27 06:50:09
562,3,769,6.85,2009-08-26 06:41:41
563,3,659,13.33,2005-11-14 17:31:49
564,1,486,14.09,2007-10-31 16:37:26
565,2,94,14.38,2009-07-16 09:04:37
566,2,430,17.84,2007-06-16 08:08:00
567,2,529,8.77,2007-02-07 08:11:57
568,1,559,10.32,2008-08-04 16:28:06
569,1,678,5.29,2006-09-30 19:39:26
570,3,63,6.83,2006-01-05 14:49:31
571,2,245,9.83,2005-05-11 14:09:55
572,1,612,8.0,2008-09-27 16:07:59
573,1,623,12.74,2009-12-26 16:00:34
574,3,27,13.18,2007-09-20 04:49:30
575,2,430,7.84,2008-05-22 07:38:13
576,2,838,8.59,2009-02-23 06:14:29
577,1,382,10.77,2009-03-16 23:19:36
578,2,559,7.51,2006-07-04 08:09:30
579,2,283,6.89,2008-12-06 14:35:58
580,1,32,15.1,2009-01-16 04:39:58
581,3,293,9.61,2006-12-03 23:26:05
582,1,581,19.85,2007-04-09 13:41:10
583,3,373,9.27,2009-07-01 16:03:39
584,2,67,12.67,2008-07-03 17:54:11
585,1,776,15.94,2009-07-31 22:16:07
586,2,910,18.77,2006-01-30 00:21:08
587,3,139,7.49,2008-10-14 07:04:28
588,3,269,17.55,2009-07-31 08:06:44
589,1,609,10.8,2009-03-22 07:34:33
590,2,392,14.29,2005-06-28 08:27:34
591,2,348,18.16,2005-08-25 06:36:50
592,3,521,19.23,2009-01-19 15:32:48
593,1,811,9.84,2006-06-17 11:09:30
594,1,946,17.02,2008-10-07 12:13:08
595,1,935,6.0,2008-01-11 02:29:20
596,1,721,6.65,2009-01-17 21:50:56
597,2,24,17.31,2007-11-15 18:18:07
598,3,21,8.32,2005-07-22 16:04:36
599,2,383,6.47,2005-06-17 22:25:16
600,1,594,8.52,2005-04-01 01:00:08
601,1,179,6.26,2005-09-24 13:39:43
602,3,797,17.1,2005-04-13 01:13:29
603,1,10,18.06,2008-10-08 14:53:34
604,2,836,12.53,2005-08-06 15:18:15
605,3,961,10.2,2006-12-12 06:38:24
606,1,124,10.56,2007-09-21 05:48:31
607,1,962,10.02,2008-05-21 05:18:10
